A1470 A1575 A1587 A1592 A1623 A1663 A1691 A1731 A1738 A1745 A1773 A1775 A1790 A1818 A1820 A3031 A3062 A3068 A3078 A3167 B1692 B1724 B1747 B1757 B1774 B1783 B1797 C2106 C2151 D2086 D2220 D2341 D2354 D2384 D2443 D2474 D2488 D2503 D2519 D2568 D2570 D2583 D3147 D3155 H0006 H0009 H0014 H0035 H0041 H0054 H0056 H0059 H0061 H0064 H0068 H0077 H0078 H0085 H0091 H0099 H0101 H0104 H0107 H0108 H0109 H0111 H0115 H0117 H0123 H0128 H0133 H0134 H0146 H0151 H0152 H0156 H0159 H0165 H0177 H0178 H0185 H0190 H0217 R3026 R3030 R3032 R3040 R3041 R3045 R3057 R3066 R3075 R3091 R3126 R3171
cg06884718 0.24659339357523 0.307804423038704 0.346266964838648 0.434435913836194 0.387591682121015 0.303336049814537 0.280788724715735 0.454274151454935 0.299610423181724 0.534667955530549 0.319669232146956 0.298762802967943 0.426933866769692 0.313656866367257 0.366613775424394 0.286682283466997 0.477882875887411 0.370454799295911 0.354106573602154 0.251996247325381 0.424501711493803 0.243101909780633 0.405715280354883 0.452162128008508 0.474176096018174 0.443981889071213 0.270115075279542 0.261936693122536 0.466119074413697 0.264512716904669 0.278230789804105 0.231849855844987 0.334416476995376 0.26270385308687 0.325003935150058 0.311317176817497 0.41674412234416 0.423558964134004 0.259509068315985 0.529158891762403 0.342690138448844 0.421832638801452 0.310407274915343 0.355920864539972 0.357914867794467 0.324058243120345 0.157334744393858 0.324258534407418 0.372754907454661 0.234426258560096 0.319692899183016 0.420891497406356 0.458141991432101 0.338572300979627 0.442537860571205 0.408010719167314 0.423002171193989 0.359441522061548 0.44266064515367 0.318493900053512 0.344021852368729 0.229044480276509 0.340432667878864 0.361933800528574 0.323178525175719 0.360952674420347 0.334075501398239 0.380103712535128 0.346871787819789 0.296637884365115 0.372518548890956 0.212064105813495 0.341016060123695 0.276009776853215 0.446632560107213 0.368723615889576 0.555701097501892 0.441881973550714 0.284939147809281 0.262639594563326 0.395254093739364 0.342154424491265 0.361758084795414 0.493781897838972 0.492975889683805 0.381810395551445 0.241058216107539 0.593668184386848 0.484303294794831 0.230762988385532 0.386407357565978 0.42441283746 0.222196512499548 0.265009210125003 0.270564297295336
cg06891815 0.438927461824449 0.481981463246864 0.463688342014286 0.425653566841665 0.51001760662425 0.457189291112936 0.497006603682588 0.419248909850657 0.525590116511745 0.44068624782903 0.504676262863699 0.445193763378029 0.504092522298791 0.453259563446597 0.4221892246178 0.505663298763796 0.451915245398931 0.489309324187714 0.522216658616912 0.453697626831045 0.47413342273279 0.444797147360787 0.494131714691191 0.492956374845596 0.417583329699745 0.42724389448195 0.448792772386021 0.491044314893885 0.44183684654093 0.434495612262379 0.488140389551616 0.453233058109876 0.423016219457834 0.537186876515379 0.482996812218914 0.47349523304175 0.445186521869591 0.478001176925565 0.494002651464724 0.512860452021469 0.407274389971537 0.4550901609368 0.419638979844311 0.459608069166494 0.53767494600921 0.495496382001737 0.472893044777461 0.491174221725473 0.512716769965814 0.495841507670769 0.41054094771178 0.435572531938216 0.460556206191911 0.428800543232806 0.435672862601933 0.477392829871376 0.420625460677075 0.461229326730213 0.419258406273654 0.382289929368254 0.500645503930008 0.470504386334344 0.444686785331964 0.443882731806254 0.453882548105203 0.448275158623913 0.483014475522133 0.460474720803262 0.480317445063288 0.4316500731122 0.431149151727617 0.410492615615611 0.439228606184119 0.463436257616059 0.400020614102846 0.458617313760121 0.44344489325333 0.420045019384312 0.50275548230989 0.457330958087425 0.445499609652722 0.518122379373471 0.520033007289356 0.427858269779111 0.41539099457124 0.511835651618509 0.499543215518271 0.467578995739298 0.523845016522581 0.522093674730432 0.524767630345875 0.456601955890323 0.443831655957019 0.491864541982443 0.470979419653728
cg07212818 0.377868523942573 0.407822080508734 0.370106456242977 0.464747327173449 0.312429025462599 0.396683135476903 0.379268045865412 0.450771733349509 0.432990215236631 0.397141510474465 0.346371635249429 0.511723695363736 0.474028433414754 0.259601642336734 0.45334758827483 0.286027487110805 0.491953615770664 0.43307088005479 0.386102674586954 0.323989858036982 0.485384423417687 0.338066807508206 0.433252107619887 0.274092991626634 0.443202285098137 0.476720482995132 0.353454740427885 0.374220745479165 0.511327722913842 0.376593020689684 0.356312803405485 0.392950934781737 0.390550762690549 0.37898867523353 0.499701987506129 0.390433763133214 0.380302568602409 0.44821215733143 0.41449382779978 0.452969256124984 0.323629831619341 0.524531074138719 0.421047399278292 0.405146381661006 0.488050133081388 0.326417487398051 0.2185780365508 0.376050375799011 0.388936381423739 0.496006597772832 0.499229628108219 0.524683577248041 0.508202467292616 0.448272826448157 0.47418825083993 0.425537966037 0.528369001114205 0.469320100620753 0.50529108080138 0.44498281364681 0.393723698236673 0.190383501665075 0.235637317865417 0.4333123115901 0.428389924743615 0.394857901597327 0.315154260504274 0.503775869203522 0.32378841713898 0.448264275798649 0.399715171504553 0.41816990780729 0.412966561367702 0.346930846189113 0.486136383388653 0.431818170135172 0.467139857080069 0.411231923046747 0.433954213314006 0.469355937122475 0.459620527583557 0.407912764191142 0.427464830406701 0.353782267772267 0.498021728655319 0.20546671439011 0.398481092377628 0.19790240789554 0.547420780795843 0.506030774612574 0.417117634697692 0.484419931946612 0.427620579360261 0.333113966990153 0.380712801027229
cg07516450 0.879123388216306 0.882354711215293 0.888441119441397 0.915439063411009 0.923728227104731 0.897647254672971 0.862436739701017 0.854197221515998 0.898727943016799 0.87988724236245 0.898282171758812 0.870791645115617 0.901862843765081 0.913084802488176 0.902558506566422 0.862677986130935 0.861700614752509 0.901483068173875 0.925742966739193 0.877810331347924 0.864069798386371 0.897704780272026 0.906316479004084 0.810360704212232 0.890851344142988 0.859683440463361 0.92148883008154 0.894058912785321 0.910153986643126 0.895033085815824 0.884078439531746 0.867315905198819 0.877644835739166 0.885949721980349 0.858548085971718 0.865467265237945 0.875711035122136 0.884015001647005 0.871549355222815 0.887655813267054 0.897124003577597 0.879167854669786 0.902050729468956 0.902637829955851 0.912009605281855 0.892737443901888 0.905044032935512 0.896822383669165 0.846803881174602 0.88511801976564 0.888164685127199 0.832221114225016 0.897707548333171 0.875639252477165 0.907254251548286 0.871738003829808 0.907962088765262 0.900298322387273 0.859975286070311 0.91553024911379 0.89971343416106 0.903784898671816 0.831919069293769 0.88049990458243 0.903387109982951 0.876259677886163 0.917121855640315 0.851658209323241 0.861836622207555 0.906659451515386 0.897719760859955 0.890262639178896 0.846195068411653 0.867564382893145 0.873073099977624 0.910866008029664 0.92619217995099 0.878901796957059 0.867563557660483 0.853788912711043 0.922673418846553 0.842556219594949 0.918227451648284 0.887483903460155 0.890622148017623 0.854805986751482 0.905384147436829 0.902102113657908 0.928312517197183 0.900781914458164 0.906911773256938 0.890932821398216 0.887096210710844 0.880718180676051 0.874329115607279
cg07637554 0.751566245797309 0.663068185818935 0.758519325896498 0.769459228076355 0.643690457664266 0.802617938638501 0.79145668869106 0.801931444009225 0.79710647112092 0.780443219995021 0.762987056094655 0.673971533330102 0.769601608045859 0.734220022539654 0.762794200329932 0.770185799390989 0.757554411181523 0.763453500931802 0.746767491447248 0.813161924930532 0.686812156437203 0.75543865076953 0.709047795292267 0.787428332898354 0.800994547898595 0.789005859541438 0.727978154848204 0.762678281758499 0.77807724346993 0.810699847016446 0.728811261794281 0.791226900173548 0.79256479096366 0.799009461017876 0.722227925073489 0.736888104165682 0.747695788709819 0.78342867928189 0.696268253753166 0.754766691071422 0.678643534341157 0.703270181143139 0.740675324532439 0.821694955069914 0.657677345481261 0.745902285559586 0.6464003595049 0.760128910139487 0.757993156996527 0.710989722846152 0.806078545070724 0.757344975944286 0.720118762405406 0.808234856484064 0.764335135161528 0.689769731065561 0.774287543766983 0.670823861073669 0.773689180417682 0.781651968229683 0.7385629936667 0.75035296064988 0.695068412880705 0.772439425724712 0.769864438938181 0.817091486024655 0.718193026391915 0.750026673404057 0.722956248758698 0.674380226470974 0.746046051176597 0.730067805267583 0.741726763914328 0.751268838961996 0.773361713333616 0.78501003693598 0.743061818177393 0.707566486753443 0.694709751756565 0.691567739149381 0.756887424161886 0.72174891067926 0.740010694702337 0.823270160904634 0.790877660385928 0.787254399927849 0.764416415035456 0.764158787236904 0.745446639711927 0.764271563781231 0.826398548104792 0.714274428693669 0.737151710359481 0.758847482260756 0.794004149784146
cg07664579 0.363887861885631 0.358683560119936 0.818375577454164 0.299328808041484 0.807867516267632 0.784024169344952 0.393768689244338 0.0537546097187663 0.335901901310848 0.373284743436259 0.821734997014011 0.711370872193129 0.801157645265839 0.752881226643853 0.726463938914625 0.324299618051847 0.0433262849049569 0.0597021920311794 0.365124014223306 0.781159807523811 0.809579110953651 0.452214089696475 0.786042352180188 0.880300413849929 0.377946002391893 0.826494370791972 0.537720713531916 0.388885191826916 0.0560366592699814 0.327187734973491 0.451962498086993 0.354558627521804 0.33707743139629 0.783910258865409 0.8086389519766 0.758789353869936 0.797239022256224 0.801125022706919 0.700181197412721 0.769141280860269 0.769749996535436 0.753679580174495 0.709370589588977 0.708968384065167 0.408893714074665 0.812189904134055 0.764805006354836 0.744306751942063 0.491368667147307 0.476618698344278 0.751288256977061 0.325585068486657 0.414395557431084 0.350036212069048 0.324609031252901 0.436638072523973 0.77414366542435 0.468981919528912 0.749185066216104 0.441332886123653 0.398237130891812 0.776349196215621 0.714858672048156 0.343997841654241 0.817454941644179 0.356258389283795 0.378835273836153 0.466261579660853 0.344662367114325 0.812937657047932 0.717284185423819 0.397359873933376 0.442488864911814 0.756304360730262 0.721126693718558 0.0601056454781762 0.780510496963347 0.724638635029613 0.782062503490982 0.797787716574267 0.782040593447459 0.809701309627901 0.718542673797161 0.761545337547365 0.844683032061415 0.740282086075526 0.767665134649024 0.837625542960964 0.390131263041898 0.796038838018786 0.717999830166962 0.797573199071697 0.739221938426252 0.818165140797639 0.760097848297294
cg07670722 0.736879017761383 0.721818948631328 0.831249240462402 0.832360717235089 0.801450873985428 0.78187251500965 0.810665239444098 0.832842429256408 0.729941255955346 0.807714867789613 0.755130185484174 0.709367834120245 0.768176903083642 0.761577424147439 0.832151759027295 0.819009062541125 0.811767893011407 0.758826303024934 0.779939233147365 0.748619166360142 0.738710049796284 0.748472845587161 0.790517666803169 0.764109447596176 0.72127681474504 0.728656493799001 0.774773209534398 0.768866607878877 0.825298221915814 0.847184707815673 0.754567717936956 0.770278452846723 0.819930533553784 0.788151292142841 0.729987362437888 0.759201613664549 0.783379820846247 0.809912488552902 0.77313058342706 0.738907920407628 0.867073713495268 0.713494913414567 0.750070261870774 0.792924613723643 0.80899921738642 0.784858195731532 0.876689930173329 0.818843646847136 0.743709916901767 0.742451800472775 0.837889481323036 0.761397190032627 0.7466874908517 0.759217373996846 0.703868663416006 0.746108534356557 0.829076583891599 0.7955005978698 0.823562729365931 0.835501256191879 0.830110149157779 0.824189157867446 0.708923891914203 0.763707164665095 0.722635675880235 0.790428175499094 0.771416805787996 0.76245687983433 0.689188419527192 0.75797014819274 0.798718908080375 0.81544136555829 0.664043659456721 0.802881629160663 0.7610273790597 0.722568918328971 0.800376151859014 0.772381398956493 0.731564857876043 0.748623570500066 0.840304991468006 0.80201607290184 0.81091014452449 0.752519082480243 0.7847064572138 0.792240280072915 0.796246277489877 0.808692000870579 0.841624374140706 0.74009322487016 0.841461788404966 0.782173933263324 0.744568506397775 0.736060414435349 0.81176670886119
cg07822788 0.808084484188848 0.726591337031971 0.770092913891774 0.888296652907161 0.797456892736276 0.855393717953839 0.788258684602035 0.793899300068162 0.818105669234327 0.853440522055817 0.714662971514739 0.889431205481476 0.896391971208248 0.776668053654033 0.861531632461008 0.828320945591562 0.817296971561861 0.878220123607961 0.842734452663153 0.836824096103521 0.878935221025393 0.833257038541958 0.824620397109945 0.700659431162764 0.864325605307665 0.809774615445479 0.870794042000396 0.869149902348636 0.837671483464085 0.782263082852365 0.719069025922873 0.895448051871694 0.813798227664478 0.812624513942214 0.82568383546559 0.889002419410444 0.805691763958208 0.840139716148575 0.762129014015235 0.851569458053949 0.865242610154216 0.848183649402956 0.808289737049364 0.867248352780403 0.873656888076894 0.860932645428926 0.766088626937154 0.85500757229123 0.783371948622033 0.784530625284114 0.825145235677771 0.786332335905448 0.847738122380737 0.881311958163731 0.855382427805027 0.935786723554266 0.883007369717227 0.823665573164576 0.865739251538686 0.797332015149733 0.869015387021493 0.852181131330382 0.71440626244189 0.856058736232643 0.848097741087997 0.883474489656551 0.856003914392113 0.751016769254538 0.842959137180745 0.807848236598066 0.875946012358356 0.836643914312713 0.831497396799843 0.818676799305597 0.863199688007194 0.86442693284966 0.851059068865769 0.813694893922446 0.821317367888933 0.743618633903466 0.838419107065435 0.859860726296289 0.858388042619494 0.869238146450595 0.853280606384297 0.864402717826463 0.806972766193723 0.842337699891242 0.840184171865696 0.772798628198008 0.851126789193759 0.827789254622302 0.889591638398034 0.888162664443318 0.869597305888267
cg07972762 0.386843599387373 0.440726324956196 0.47258825855297 0.420443821680854 0.424556868857297 0.439832758475012 0.379023484622838 0.361726574256241 0.377183656712969 0.383538952016202 0.458597467424673 0.431121817104317 0.455120967578668 0.445470836645873 0.455735692284672 0.442481078084358 0.463235154205159 0.509629633759559 0.233576740543977 0.457523044993214 0.390255615384303 0.389040481850741 0.459896245138912 0.349266749147035 0.472523743339217 0.287536674798531 0.438976113250044 0.423226730690242 0.366884693905164 0.218043492776103 0.454904078866406 0.451400260606219 0.418587887259613 0.465280972377329 0.268305064959331 0.480845045464865 0.418108264715949 0.430608401545562 0.41227606706651 0.433962251858506 0.430334241324282 0.401289387149407 0.504195292634708 0.480337092386287 0.42229968495458 0.4903499754249 0.406973010953399 0.402412041525818 0.428992263302102 0.43705172064312 0.231212300613356 0.43049935697289 0.501772450722477 0.433202629728818 0.521244728485361 0.477383871509929 0.470598355898683 0.482449433044235 0.439932522034925 0.498426157674831 0.468171292150391 0.387169145444568 0.425413574746421 0.491166239992941 0.460408764036307 0.447830048919091 0.266935827568778 0.455840190536407 0.489537228539153 0.41131582508539 0.461978874391003 0.407740556658674 0.403577764884566 0.482699935720252 0.416585576647016 0.433946004585781 0.245078584871847 0.485779226221444 0.472886683925331 0.245686478555033 0.425574249749608 0.463703234438065 0.40082160789623 0.488549527232876 0.519338672982583 0.45279672245685 0.27623206568578 0.458096420410963 0.386807191576021 0.461694539075617 0.329797107715062 0.484882786526216 0.443633333617988 0.482669325386574 0.48186255451422
cg08042223 0.433636368300062 0.412554926997532 0.409568736546068 0.429817135874972 0.374934819633803 0.432498638626005 0.431280619960385 0.368083533770181 0.372667975978437 0.439905350211672 0.443480614773176 0.430413329903088 0.403353891140148 0.420643923226977 0.362190672110241 0.460562550600439 0.394004752266277 0.420917965339318 0.458465534743548 0.408572238007607 0.398204804637819 0.435460633482643 0.414378603096509 0.376892125815209 0.402009055380122 0.364931733161282 0.425202572916563 0.407762378069333 0.450121794811475 0.425409303287534 0.444419231072557 0.420843393939473 0.38766927120761 0.393073144317077 0.44135039097204 0.428820882766472 0.417889914201844 0.392561411501444 0.37125815187386 0.445259125516134 0.451299921099046 0.408938294701189 0.434816107366494 0.481329448487723 0.386969983450546 0.423512763917528 0.383515439510085 0.409458232437606 0.440236002120105 0.401547371496186 0.442465446811035 0.457247190810529 0.43277825808747 0.422740229672049 0.420456976474791 0.438635874280604 0.44679955762769 0.410697886061713 0.491761011294505 0.420568433308486 0.426157459263384 0.46553004787086 0.381924558446231 0.429001374548671 0.379732611637353 0.418954362242986 0.443514487926604 0.46115819956341 0.443343532476362 0.390754984782569 0.456930534754274 0.497209844165284 0.430558555134343 0.47101076024408 0.420158854201194 0.400617093442709 0.461418179674943 0.449323467304495 0.472298509294834 0.412305666180201 0.414325288124229 0.428468621678743 0.416932274499761 0.454488202657564 0.476523338026902 0.430587856307185 0.444252032497145 0.420154270249332 0.468042199597492 0.491853522273034 0.425281388552513 0.369567258982083 0.373187953912436 0.430771949718208 0.401329884717649
cg08117728 0.750737845384385 0.777825355700398 0.754996059608259 0.810731387911212 0.754452199230123 0.709892082764859 0.722926557517373 0.838646749057079 0.743242429178634 0.692638429478972 0.752582605966926 0.792959081083634 0.725512597362065 0.796943975374791 0.714663174735039 0.739626310921453 0.65625883805422 0.784577230654516 0.735100999318317 0.764094103747081 0.753948248400539 0.710406024788782 0.777173159054084 0.685780358020748 0.681278638790616 0.758174569432639 0.701188856242564 0.701529590169877 0.718524477980144 0.817327345769943 0.802154481458237 0.790104035234066 0.747904226089499 0.743858437428237 0.745531546959259 0.760357868950519 0.75863059849093 0.692567640506207 0.718298775840628 0.689330026176278 0.667384161895036 0.753737828226471 0.800095342914105 0.773588978783834 0.776103309478472 0.760377893095243 0.80152600227186 0.73994413157785 0.705049154831763 0.762145371671192 0.761018702011784 0.738938930907922 0.811348922912492 0.74445747975002 0.695891928264946 0.740506097316131 0.746693719830409 0.741047048826228 0.73797680291794 0.728073166459193 0.737764210387949 0.749962452570073 0.764179329671155 0.73281168734004 0.777386141114419 0.754079651452995 0.753504934122453 0.74372187365212 0.706344010114256 0.700690089080714 0.693276061018794 0.764838189526979 0.793143328231469 0.781343567830286 0.70054356706488 0.752579668278467 0.718950020303299 0.749696625451182 0.6916262707292 0.764289423134022 0.744375156778493 0.693575552856439 0.809897612942073 0.702636519309283 0.746450224133878 0.6994783549625 0.774588839833919 0.714956831403912 0.786346045954264 0.738825047187542 0.734400334392943 0.755798758783812 0.70523999461965 0.779842297445665 0.812609671012522
cg08135904 0.751582021997089 0.686819346799956 0.714308388299886 0.724402526969859 0.735032807932812 0.735449279803936 0.713125702717501 0.731246532289464 0.752857952834361 0.691865582969081 0.720822011009042 0.717929097762477 0.732831347286175 0.728750076774043 0.699306984762871 0.739592788784055 0.687155903869376 0.728392457017885 0.747574554729801 0.726960983229857 0.740911480969254 0.733654435156794 0.764217796532623 0.750215192863013 0.712154365882481 0.724947716735699 0.738881527712676 0.687246811601822 0.737285631870266 0.768365871133825 0.779149822637553 0.731743741669991 0.723046195328506 0.739353630678432 0.717637010813737 0.748318533511037 0.746381396820966 0.754287575083757 0.766703320663441 0.709442960975866 0.764350746380045 0.724422591310083 0.733737714245308 0.69184612638418 0.74256531642901 0.723786951361181 0.760229890792968 0.713879765036515 0.753556993560408 0.710774878176223 0.75326756229691 0.713091841688535 0.726930911795862 0.7528849247013 0.729195381853457 0.74977967548749 0.75353697044992 0.717777747580331 0.731610229171566 0.769674922549021 0.74125441760303 0.737115840003706 0.7356339974091 0.705813457383359 0.673568543720906 0.672416092647229 0.751925866397977 0.696097340943092 0.706658410645593 0.771785494079461 0.725127523095097 0.771242175605876 0.737462914021582 0.702918377028742 0.720495124775593 0.733240099823398 0.698332553953013 0.693042425572001 0.726925247429428 0.759823649963304 0.740834979940068 0.75559902733078 0.740907025631001 0.697134893716691 0.727731629573062 0.724763773864488 0.728929827801715 0.736018384681309 0.707965209348529 0.711638579355512 0.746526431729149 0.739144358458068 0.724977672212644 0.704153409983881 0.704463026890873
cg08195424 0.875422749633965 0.857433866396503 0.896379362847747 0.853523353246418 0.857337146130648 0.851425404917759 0.887728430971998 0.895902329916488 0.857624661560149 0.849699872192885 0.850596509467007 0.859853049545916 0.899541128944746 0.872961181793304 0.871785735295569 0.826357178981601 0.89738925740066 0.848068689971306 0.817458496543566 0.844598938376912 0.908106257331136 0.8646206628207 0.82930186714821 0.91344277964209 0.862677512958121 0.8928100354644 0.869785522229399 0.829211853219391 0.85084396837336 0.889629702503016 0.872372787310716 0.878145641087001 0.886649567486197 0.868018138047376 0.88793844869423 0.875862958724366 0.894512116641469 0.874452300793352 0.886664798741106 0.868186349941546 0.867537900943633 0.910297574092462 0.759340887673185 0.839837033369681 0.872400058693154 0.833991997617275 0.854472175821014 0.872087895400607 0.828071190617284 0.875926275987535 0.887432671928285 0.864137962094515 0.874791500635348 0.908960199924391 0.873264707507759 0.87064783285062 0.826608433772852 0.842992707506598 0.860494167019256 0.881863379904442 0.830450084618239 0.861788233406519 0.853406773664432 0.857802421784622 0.859203061868661 0.85133962922187 0.861720369025306 0.877952394386667 0.866005502350002 0.823619432316946 0.874569769636663 0.884800842070371 0.875392303942644 0.863452039120688 0.868855274333218 0.884101796689721 0.880335845986624 0.893625307052104 0.846485970152565 0.864831378939558 0.84080143481493 0.850372680749034 0.861227428989918 0.861243613184223 0.874407100274347 0.849890686257526 0.887741356672165 0.864440874144581 0.909242125702455 0.871645447295155 0.874301406356766 0.83617274877172 0.871693902714649 0.872233648453032 0.853928095786766
cg08215831 0.559411009165668 0.572098115456139 0.592500438841314 0.569626803417766 0.629672429896241 0.58541452670909 0.654059682335471 0.590273605152177 0.613104163194925 0.590429875122596 0.597103625449004 0.618545312516003 0.626511833816742 0.512476512534181 0.537573270814786 0.559162629522214 0.57235085644092 0.589847999947719 0.643824736094206 0.554802308859286 0.639310597532735 0.553018326530736 0.53433622321876 0.678828204452118 0.571691921521037 0.629578496963178 0.56776668581761 0.538135406752376 0.486278807826346 0.558684733066377 0.674772595060937 0.576642977557223 0.617448122408598 0.50469156855212 0.599396452818416 0.563640401352288 0.658517956978842 0.599709747063016 0.560878101015844 0.612590078379001 0.590737839009492 0.606641016348015 0.589056898221016 0.567316622045327 0.583402473047107 0.560197598155735 0.529453528110293 0.560785020718818 0.598142614140112 0.577720923543579 0.613220774358255 0.578481276134794 0.562986200337768 0.62172205077407 0.578220368743577 0.615929975796696 0.57019695816963 0.607247201115615 0.619543691792796 0.558867494104061 0.591215433828679 0.619510834740844 0.562473523091261 0.551827952147809 0.632924602470612 0.575197618795597 0.608047574981204 0.612531326229318 0.609662078944662 0.564109098755124 0.610938473642223 0.60413395206845 0.579872088228762 0.59165623835971 0.56450376227195 0.572010566076912 0.574395511669993 0.500252561177802 0.621736805699477 0.550215578322152 0.522846389158096 0.559246200192616 0.629162763525259 0.542669859564129 0.498914701862853 0.559934473948291 0.611552835976695 0.556167048136717 0.619687893840316 0.544528669166041 0.660091395398452 0.634800037987721 0.593654081537327 0.54793348367909 0.578365051957252
cg08376583 0.404925936007153 0.41321351134004 0.542913475468088 0.380470554691627 0.542744966669417 0.373404883014457 0.470693683351815 0.289128533750675 0.455665442467488 0.269564596442524 0.355671299687823 0.290028430924744 0.484074749006317 0.489999755355278 0.391090792514259 0.385826175052638 0.298612135322615 0.568516407593869 0.275095451951399 0.398226747143042 0.290915329791812 0.299267982581864 0.233667357448796 0.256000397699218 0.394424434798419 0.278561727785427 0.35747210628125 0.287301805720679 0.312694537432986 0.351216563677689 0.392431224913201 0.387267263498463 0.492145652824673 0.382525574696023 0.34474165258305 0.308432835482623 0.364253381714348 0.373092811819492 0.295807984702466 0.370778299369912 0.331434692843641 0.363181481732318 0.3436077920041 0.288342419118583 0.474513780983009 0.367632075114137 0.441404891531989 0.354085855858193 0.303284321271303 0.451463459466293 0.291273553637641 0.223050260410528 0.427029266940351 0.364815226883357 0.31589649807144 0.282412670261363 0.265027518464757 0.301158391967452 0.442203875794643 0.354687508224328 0.420765389669013 0.314384414799691 0.319345993363617 0.286261845029948 0.293682120771976 0.383581259083076 0.325659765738223 0.45023584187433 0.384596029833194 0.44438104602118 0.348283093224008 0.350920748056034 0.386168899688495 0.481075327510575 0.464896381405013 0.373136579032592 0.385026259114133 0.346483882034773 0.568876541387911 0.547277278729535 0.305904490858501 0.329362834199022 0.408193586534334 0.521372136223912 0.333917733833341 0.323652494448237 0.305522427924382 0.415520682446921 0.259480529600243 0.46785384913687 0.296948634232115 0.3664635707619 0.544734520937176 0.273621208061399 0.296262330932379
cg08609839 0.212429378221585 0.190087298434819 0.205105408163418 0.189377790542955 0.141300206396277 0.18996776947251 0.176527030349484 0.139984987064974 0.207477351380073 0.158880488670513 0.179087936466312 0.220773592698857 0.152254402555093 0.20653246065305 0.266031095822487 0.154625881544802 0.178218649036018 0.102201823804202 0.183571974465076 0.216560238163635 0.1174678451188 0.167760105718771 0.187453893003607 0.14727319884412 0.18105606631024 0.204750609793338 0.180626113161746 0.187867817627268 0.138524134903855 0.188037377575059 0.205508647561735 0.191274059948673 0.176165733031777 0.138431670821984 0.202558168129064 0.185812306765531 0.238227835913201 0.200043341969116 0.205327491001911 0.164641316623138 0.153629899242503 0.232834362571654 0.225169719390766 0.163200987371275 0.206027142117856 0.149589201725346 0.117380203441937 0.12519727501605 0.19604370423247 0.222084166471748 0.175066067004582 0.154954353488045 0.180437199850996 0.213391254741734 0.153852617971464 0.252579249421252 0.181514003222124 0.194838123798916 0.206262994549817 0.131319434415269 0.141851537799922 0.185517721146031 0.127944464654883 0.173989150674017 0.162117111175533 0.150021591980722 0.20387726562003 0.140594989079915 0.206282441567396 0.200593337960567 0.174265933835706 0.174345256066504 0.139085037044537 0.222920977426297 0.143962068545254 0.149545110068994 0.260245174615463 0.137967708893502 0.151248301527473 0.140185220447965 0.183906901704771 0.129536241204073 0.232186016672918 0.162315197245884 0.198823458166906 0.143181535214292 0.190376525817922 0.144934422095708 0.135363801826896 0.150325002844394 0.191730981470758 0.19538930620013 0.197627856556278 0.162595120199953 0.223934869510548
cg08684879 0.921040698421511 0.871867411744331 0.845244511002683 0.892304705112077 0.928762531330834 0.914671993481506 0.759694405043629 0.810459101950171 0.869792775232242 0.930519568406846 0.911670297703735 0.932766910573886 0.823741508044343 0.838685492214508 0.88263964212264 0.873727207427642 0.901850374054292 0.846294329742904 0.834382579505131 0.926068408215102 0.848127026937978 0.890290336302494 0.880273630209 0.784519862187158 0.874682244085198 0.871719985151517 0.804302435749848 0.853698321253861 0.864279648071686 0.907382834785422 0.792903510770484 0.912023023195801 0.887243865052155 0.895808425155291 0.905823588458026 0.866930103262693 0.933526118745815 0.844312035736374 0.894133146954275 0.911102204776458 0.818324902445698 0.843338477762209 0.851507900437051 0.892681470361442 0.883911369386418 0.89347469074774 0.878021549190346 0.914356020546165 0.839556093798512 0.858047471371327 0.917291252081342 0.8707044456589 0.902878521516177 0.817431388209209 0.834771532924925 0.896833960614378 0.855711031422886 0.887994163541449 0.872310391017521 0.880534193504184 0.862241733005636 0.834722938891886 0.91578834800628 0.85479359778033 0.873899833340535 0.84323090646772 0.851137845270156 0.852379270749121 0.922213521456834 0.873832516383363 0.858747225900371 0.849762786298119 0.868257414148782 0.879929540245528 0.887057642120914 0.918466885368259 0.905829709647971 0.858034685366248 0.924680689571842 0.932255327075553 0.84695099806961 0.866863740232237 0.891664862806458 0.924936814148617 0.800569729554117 0.872468587179868 0.90944073823255 0.887525343171545 0.778370177942067 0.867921937810334 0.905844530871619 0.879410199606392 0.85332392197471 0.88808387235523 0.841484238884776
