A1470 A1568 A1575 A1587 A1592 A1611 A1619 A1623 A1642 A1663 A1675 A1691 A1720 A1727 A1731 A1738 A1745 A1761 A1768 A1773 A1775 A1785 A1790 A1818 A1820 A3031 A3062 A3068 A3078 A3167 B1658 B1687 B1692 B1722 B1724 B1747 B1757 B1774 B1783 B1797 C1979 C2063 C2065 C2106 C2116 C2151 C2172 D2026 D2086 D2220 D2228 D2274 D2341 D2354 D2358 D2384 D2399 D2410 D2423 D2425 D2443 D2474 D2488 D2503 D2519 D2525 D2556 D2568 D2570 D2583 D2590 D3108 D3115 D3147 D3155 H0003 H0004 H0006 H0007 H0008 H0009 H0012 H0014 H0020 H0024 H0032 H0035 H0041 H0045 H0047 H0051 H0052 H0054 H0056 H0058 H0059 H0061 H0064 H0068 H0077 H0078 H0085 H0091 H0099 H0101 H0104 H0107 H0108 H0109 H0111 H0113 H0115 H0117 H0119 H0120 H0123 H0125 H0128 H0133 H0134 H0146 H0151 H0152 H0156 H0157 H0158 H0159 H0164 H0165 H0177 H0178 H0181 H0185 H0190 H0195 H0217 H0219 H0222 H0223 R3026 R3030 R3032 R3040 R3041 R3045 R3057 R3066 R3075 R3080 R3091 R3126 R3171 R3173
cg03415804 0.742784753964232 0.78472967505662 0.796102360785478 0.712951260320871 0.810341978121545 0.776333331792857 0.761499727717773 0.795612492903534 0.818096252913014 0.783180589129221 0.764000292818971 0.833307816581786 0.848597102323736 0.815017241473991 0.68887650705757 0.755277864987699 0.773417297164848 0.747987860996941 0.611356765059354 0.729142843719669 0.736611451540074 0.794732823228287 0.827817686339462 0.776116186722453 0.826521427875907 0.801229216159218 0.765169828279349 0.684131466596117 0.751593862028623 0.795223663230194 0.722448817391814 0.685955145867619 0.844962812924543 0.829946859800935 0.696045051338179 0.741098894534417 0.74688532063516 0.74387852423717 0.777180310262813 0.832024269735556 0.681026517225154 0.726628485055213 0.60499889999439 0.785760891311239 0.723070778323038 0.815273285390374 0.825982150514241 0.72025568637781 0.753484666814368 0.733159956731763 0.755754865243828 0.757833225185883 0.810126420538259 0.742718850615346 0.770514258174082 0.812457316667687 0.826142265036836 0.864679431379014 0.821954437674296 0.709927916077464 0.794965047444608 0.744070564314698 0.834689887533236 0.764754043393732 0.731835162522933 0.849815650248062 0.828126472048962 0.736714936933229 0.763071311223556 0.7821764784761 0.790298426954016 0.71133046213205 0.774448735613492 0.750424984680583 0.780535096756266 0.808571740957912 0.839213802798954 0.792853048915984 0.787996778445237 0.777518921930728 0.753899494672327 0.763337459958746 0.704374466587537 0.769782401639651 0.708923360064265 0.71349725145336 0.753549759546046 0.792228662060634 0.758464097204367 0.786632621190297 0.742748847699059 0.801019450930435 0.758773595840789 0.728911932586744 0.741022782978711 0.780792805268592 0.685119252721906 0.749002102616793 0.810464271219114 0.696183184363098 0.678566040816271 0.788726824425025 0.687476349283279 0.819193492807167 0.743600953647551 0.661477258690057 0.799929048179998 0.683465746593039 0.796041095915984 0.810250614782435 0.738977551087074 0.81682539231707 0.732329792414118 0.736232653310582 0.740467170861023 0.677940731981937 0.811131176060594 0.753410207158089 0.731069431580915 0.733425305949516 0.693923091619962 0.824197960737081 0.752593510860859 0.778390308861377 0.781987706947043 0.709142643539027 0.768823142186304 0.711424328228639 0.815537563754488 0.704155489836952 0.724109677990942 0.737303416801963 0.788191611712785 0.689080194922056 0.750807877148893 0.770719759785578 0.722444677431579 0.809211810235465 0.766509052433032 0.761107415818814 0.729937131786331 0.776984465137195 0.742188636535894 0.753177367658699 0.830038858902192 0.763421500430463 0.779178334007298 0.757609222089438 0.792085284181974 0.831846340946934 0.723033987491112 0.707338055330527 0.752092543214119
cg03630271 0.104749193359666 0.0623505838764244 0.0866432350616867 0.0849901914826259 0.0865291873489045 0.0989472053857387 0.0873112911064901 0.132792003572402 0.104719729409355 0.0872666724194546 0.0965388410681415 0.113107786965461 0.103818949113326 0.142087133361907 0.146792075035694 0.100009517203801 0.0992941293903182 0.0929094399885172 0.0976510269418109 0.112682223429917 0.112658601384354 0.0921581677087332 0.130025416768008 0.12650125607436 0.0819740819891593 0.0897352005064284 0.0791266071979425 0.0704500007148826 0.0779814286361108 0.070431960101174 0.0863492314237991 0.109025140009852 0.156142225573363 0.0873760192968115 0.0684032403460357 0.0828455131982277 0.139827065487557 0.0712008121638869 0.0615906199203938 0.0968976861429595 0.065953225912447 0.0955249733025976 0.111476057349216 0.0897338656083685 0.100834880524791 0.096702678498656 0.117290659915271 0.104682733786238 0.0923315406850155 0.094007020804046 0.0811013477941701 0.0892444329178635 0.102113969511066 0.0826704000480894 0.0666427575086677 0.0854733753526493 0.0672615344945221 0.0934544961725047 0.0817543019892788 0.115685915902035 0.0905883244456203 0.0805928914320533 0.142631710055762 0.0974977982320998 0.0867862410318402 0.154828658031835 0.130111569753869 0.0923489332334937 0.106068733177001 0.105089856639092 0.081329237437638 0.0879865048714897 0.0696363240363215 0.0804233451097573 0.107365048543165 0.0995009274684948 0.0852729921998587 0.071420459266002 0.0924421901685449 0.0640338261555008 0.0778853033575271 0.0687380684589281 0.0775285333424058 0.104323993802944 0.09732515726112 0.0859702419548914 0.0779208413262101 0.10183565630843 0.0846101693253375 0.128994711032079 0.0878200257109952 0.0947409191524904 0.0773586761650342 0.096103614183773 0.127181128676779 0.124886892979886 0.0881918300973981 0.102211524755523 0.0809647618508015 0.103789230167578 0.0953436518697129 0.0802771378609096 0.0714407749360377 0.0708601035639454 0.0961391375062237 0.0677606601334905 0.0689850446229462 0.105859624280814 0.0939021020381486 0.115362546991295 0.0871271197915685 0.112852844809593 0.0917206199484062 0.0569006744233597 0.102346278510137 0.0811387129489342 0.0805569500448895 0.0956617455769191 0.0933984000816973 0.119399148903157 0.128600691120052 0.0870152727202129 0.105286440682689 0.0964921093011882 0.103696055814007 0.136343075353302 0.0724764652683171 0.084679509147123 0.0836361156131542 0.118924924446175 0.0796721552534309 0.0835439570470494 0.0930112539137454 0.111742983558901 0.0539682645810348 0.100018344923182 0.135672010626076 0.078896991154185 0.0868636886920203 0.109716816141418 0.0803718741699388 0.0934709059913389 0.103454420877574 0.0773327662148804 0.15256053544833 0.0656370502809142 0.121755141281984 0.079181165270105 0.0914559915617702 0.105715896306063 0.120683068396031 0.0800301010072623 0.0875945920248513
cg03667083 0.616862904707292 0.58466095668159 0.61218319447371 0.592527408077784 0.559829383403565 0.582195396682304 0.597545453103436 0.602838113981398 0.595930449464898 0.594625749541498 0.604884228868085 0.545750197611084 0.529493764231624 0.675417079599982 0.626430956843428 0.55641512906613 0.572593087363275 0.614590902628439 0.593125690276434 0.618940185173281 0.556128538022427 0.551635983349195 0.548603566443035 0.589540738185785 0.563913512080946 0.615856876475256 0.587546305459724 0.538869411470672 0.648822224457301 0.57991464585086 0.517385654726088 0.668455624050653 0.555825258861474 0.559875617186808 0.597676466892294 0.59914247740165 0.580504170839767 0.610977060502619 0.574995908935337 0.594452538715587 0.538596049317366 0.577729707405977 0.612730250650123 0.63952759584478 0.595028586038406 0.641400812179606 0.573297983117283 0.648593029088905 0.603735182163392 0.591773669395574 0.567685678633145 0.585404706887237 0.542124059594684 0.558376352288557 0.613903957174369 0.607053026500048 0.586922386216637 0.613399611474918 0.586756661670539 0.657454696851426 0.613181438705124 0.581698728894473 0.527458753972383 0.600996603683951 0.590384166243926 0.586636315777027 0.663794494933688 0.554408715017227 0.642316015751625 0.624107652261379 0.593582718334643 0.568385884060799 0.516668806276817 0.618730736469896 0.566579728936622 0.572519820846417 0.546328011636817 0.633960295568049 0.583597104088165 0.528772185412916 0.543645945073329 0.601553812011535 0.558986931542001 0.611460659486484 0.627784339750671 0.654522875787559 0.567846944227621 0.584117365883701 0.564039113419144 0.612777648693682 0.632133004977466 0.605959278691748 0.624339142746858 0.622585951604312 0.566707343932331 0.623488579448368 0.620390776079113 0.649364642285585 0.603827124995596 0.58519765048182 0.549462864660654 0.601207442092987 0.629456554781227 0.61777967229395 0.636140102964116 0.598392377236189 0.625879402343394 0.526476873733767 0.585725968108951 0.609189712253339 0.578783466696859 0.565300433839426 0.565397626535592 0.514612072457555 0.612588937279842 0.613888206432529 0.634306745359047 0.545617636017573 0.620245747600772 0.623328552067152 0.608403605493659 0.627587718851895 0.551189575172487 0.622037074900319 0.594502704338467 0.52937975115328 0.591450351115245 0.613356995064731 0.617732987819238 0.623045658139382 0.623395277387308 0.603827130198093 0.566137811819396 0.642222687749128 0.609431292355089 0.585543271500629 0.556036239460711 0.570482003649686 0.576847716395536 0.571860111058303 0.592575159812399 0.593796336015882 0.607341028389982 0.601573876713829 0.58193114968002 0.607086151730131 0.595675352156636 0.608439825213649 0.584698649136184 0.578781350695038 0.591030571670603 0.633563567269304 0.586350054503364
cg03909863 0.885474383589891 0.871422604473372 0.961242928704405 0.950231885506926 0.981342694507937 0.965887373602708 0.947390634050511 0.949421003330712 0.978142832215278 0.960144431102107 0.795024442977925 0.96394062000817 0.982740186358483 0.815455078178773 0.976620498547092 0.984290558198854 0.941505561034398 0.971554866309249 0.788040021241583 0.816746665319058 0.983388298228222 0.973253515371107 0.978165082049724 0.578221325371692 0.97667849739836 0.735041874892566 0.989627685138911 0.954881030399398 0.850846145121595 0.776289533445809 0.951735637232674 0.932943099785429 0.98775691970119 0.977554029781686 0.808583665603388 0.94833014489163 0.816239478013804 0.975141326092139 0.979800006987442 0.904187623635049 0.77988298501331 0.768320193946844 0.967785838117601 0.963517214958334 0.965741814666645 0.966495806923553 0.983125858393499 0.795668396391872 0.86936128885715 0.916620266211437 0.849686867332988 0.990935585652402 0.977403716221841 0.954261682167597 0.977684329490108 0.686664085815314 0.893277759393965 0.955010399269193 0.925115202070658 0.968703201494206 0.986492395018534 0.974662225535399 0.784371975215219 0.985359160701697 0.962616745869963 0.543124485625799 0.979009911421208 0.969739474356085 0.845371561733954 0.986762711582098 0.966571350574557 0.989197606550073 0.949866980513273 0.945130433462694 0.920093253187883 0.985069964913577 0.872068714132982 0.9858351501472 0.95890141027584 0.952184907286995 0.814882942197034 0.84526125573373 0.656985274373467 0.984932847912149 0.692457695484539 0.760654104382955 0.869587617459232 0.975547778524588 0.979783843097926 0.909070097294871 0.952187911962672 0.748222950854266 0.966600153215631 0.986484243212857 0.920445949315198 0.984658971607307 0.990599842415233 0.968344556695473 0.987067835920633 0.977240789358884 0.986365460200191 0.970662562167207 0.958275415925308 0.97121600623764 0.942665970771094 0.632719746802639 0.722992515383391 0.985517963805471 0.96935624443389 0.959422193433418 0.967189634651239 0.814426126871262 0.988279103235795 0.984322739535984 0.971123844684916 0.834305265733768 0.983642736343134 0.981404921780257 0.93309727790027 0.887241621256052 0.901873287997592 0.874568861981122 0.984315229435211 0.950463651165243 0.981144204487513 0.954004151138268 0.968496321224237 0.980228702487841 0.978473441528723 0.967437720423323 0.982827158303748 0.962220407012397 0.975946577882104 0.933895513099559 0.914714227532041 0.974332820208485 0.971448509267503 0.688017243176258 0.814919151216211 0.811674607889278 0.973145467033061 0.676283801404575 0.812038865751073 0.578597717132355 0.979732766255761 0.988530787030159 0.971438000400341 0.983047110059481 0.962116947965476 0.920986311533198 0.729710382186973 0.763004757467271 0.975532940134936
cg03988700 0.706501694868285 0.704851560116983 0.732382128846919 0.666784379177428 0.73952257713122 0.689261625115623 0.718673741805322 0.710728848587618 0.73942144875933 0.725927840409478 0.706218344139289 0.747081770766254 0.728732973718321 0.769000942643275 0.767549332754749 0.767745647204233 0.720370454301125 0.755374514265632 0.769723132509559 0.738550343758861 0.767618275407422 0.703077678520229 0.783398208098664 0.77179326489476 0.735889624668055 0.72354688179476 0.674678239161939 0.739429773270804 0.710249743500054 0.764724433167104 0.724856619245252 0.714995002256192 0.801259644050119 0.798855213826111 0.76365721057429 0.652255033975647 0.701166954733008 0.709917368631929 0.70606227546627 0.74097685329904 0.745156897993585 0.729329702495429 0.734348574117681 0.696051381252929 0.751437312809719 0.727574705377116 0.756264642903302 0.694741417070922 0.737184021822971 0.733226510170944 0.752416028388124 0.754756148286429 0.727154784102632 0.725404562526883 0.681560717083281 0.773707284130749 0.696448064889233 0.728067763479984 0.753535894836552 0.721857065411812 0.767332860743303 0.772410977601059 0.743218053789164 0.692479464140594 0.811308977698343 0.775563262873819 0.750691828582586 0.769197668988525 0.767545395143125 0.750820209050294 0.680572206840341 0.789555457074838 0.67441313273499 0.733109090801216 0.815181334888194 0.747916996750117 0.706067938945158 0.711007826527494 0.798201104005823 0.758613306852361 0.688714447322357 0.686922618833221 0.668382744181729 0.763647178216949 0.757535722465779 0.718657256497162 0.718464710063948 0.697337160640764 0.693691953917163 0.781751936236902 0.759775135234628 0.697069290442988 0.72252019784615 0.7334647382453 0.714702629418839 0.726513076870878 0.709083100958466 0.713940075276269 0.747566264765804 0.778539220125573 0.786886636874794 0.711041740265363 0.72929843442749 0.697632984041623 0.739413322101874 0.721790419319325 0.757673552788714 0.71911193052924 0.77786350464468 0.75692090685251 0.709832848924289 0.742492064192438 0.684752893417527 0.724156321298328 0.745822897095219 0.757023500106916 0.738906624248163 0.696195727555814 0.730434146940941 0.770367026091284 0.798564471137066 0.705998241997595 0.728275251240023 0.774524065239933 0.734031173940615 0.752035190362983 0.723160708890812 0.676381472163991 0.745911602090152 0.723643327235665 0.714823768923511 0.759444681266472 0.769637165806913 0.708049241811988 0.737938101421734 0.711972803727695 0.715482188731966 0.690849148714252 0.736232684621537 0.762485137507356 0.700780914182754 0.68629073633777 0.727326227890351 0.684307614018094 0.710707990674735 0.664931826665555 0.706011739140615 0.688564136664723 0.682108144877365 0.748807659407638 0.744270722344771 0.709708339493764 0.771255551348132
cg04073265 0.958207565919027 0.920239901777115 0.973138731073917 0.968399470592095 0.933453992948173 0.955948440837941 0.941588932734346 0.976920600127102 0.986132132848875 0.970846161521802 0.968502684072679 0.963064866861423 0.96821479479624 0.915909658395035 0.961332169928085 0.965044579079969 0.94276743242395 0.963657278777195 0.845549479269081 0.89733413507135 0.963460348536272 0.962660866114915 0.901904885912935 0.926061084054133 0.923622898986408 0.956230335339953 0.9356592286588 0.941363201700167 0.89916579135301 0.910738843341026 0.899780167300379 0.972132439646367 0.89748036971401 0.945824602647235 0.941244312066692 0.96217387400396 0.959732067285497 0.953340329684456 0.951193781295478 0.946756650362591 0.975318442518049 0.893220316843289 0.866456155308894 0.973030726861834 0.970522658017115 0.957972561911436 0.922074679753081 0.950724004381705 0.930881365183739 0.949405295049119 0.902106099775789 0.931016749619232 0.954045231904404 0.945766331020033 0.960111159795761 0.966824868246514 0.95336393037024 0.941040060216361 0.973471603772445 0.981855996569183 0.952803959727869 0.933570557560414 0.938891404789922 0.904661734744877 0.977112446476934 0.978847863085392 0.949240721779561 0.935085039187935 0.96506834334276 0.94803396959795 0.958322316880426 0.946810339875329 0.967246568289379 0.875775003266868 0.957283675372127 0.935469680379872 0.965332101403147 0.968430140273893 0.913136977082119 0.975429069134426 0.965627555392182 0.957413088665772 0.956064089707145 0.984031711629066 0.942526411280066 0.977503525286206 0.954040683866784 0.981529523927245 0.960995922161929 0.935762931248485 0.972535539207121 0.947500901202685 0.980259178262991 0.971148084603965 0.942941970487311 0.908286985628167 0.943157491566931 0.95332416214055 0.93234127182853 0.916758990344742 0.952178862493424 0.95163112786029 0.920795549164024 0.92839513814649 0.979784689995856 0.971503463648253 0.979935796707077 0.970526991053125 0.972436747183268 0.949749825696758 0.97529695270458 0.96356881988757 0.952104508024701 0.96929475744293 0.943116612169458 0.943493354479486 0.942146052270189 0.970188585920154 0.93287470766157 0.933006510018525 0.978816074947432 0.929083827740654 0.937881733967109 0.967021549272239 0.974482621756379 0.956066337582999 0.948045832774308 0.928457123811734 0.959710442345457 0.975000591896021 0.90820000227997 0.963773867925126 0.963524424403029 0.975010534403833 0.926413590233984 0.960610001526012 0.955721411949854 0.968773350966169 0.972328040502596 0.957969160028459 0.930503348581279 0.952919603339501 0.953705213402935 0.964651900863264 0.968529034294877 0.92970280636805 0.956280876176283 0.962615812558059 0.951296111882831 0.940499134954719 0.917019612712624 0.895142043539339 0.925622938771485
cg04078115 0.785575768483881 0.739114232415713 0.800857938436105 0.740234482770958 0.780212264019357 0.782389086442009 0.75337927796326 0.748437601897841 0.745052333341237 0.764216353221176 0.777550661057953 0.79931269819736 0.812695318093024 0.80744322480619 0.820708959352228 0.745905008355691 0.778005337487699 0.812219206534786 0.787688727324126 0.787625123982789 0.801073902680445 0.756506456984986 0.841553875436453 0.809949211503487 0.798144768129129 0.809238264325696 0.747625312875327 0.776869148488705 0.813762608263101 0.800257976037492 0.821353368520217 0.816572131914393 0.822547024421324 0.814664985745529 0.715331230005812 0.763019731452551 0.824312611975039 0.754407877334094 0.8014910465233 0.806271285633689 0.782500797729898 0.805915391502189 0.834694903249714 0.810323998531777 0.781532718473158 0.827174716356864 0.79091269131426 0.820369201902852 0.806809725339836 0.842351902825384 0.798787541772333 0.765093468126606 0.786275452582664 0.736675636984245 0.756960212038988 0.754291291761831 0.777963831129152 0.78933304930777 0.814410967063626 0.779774432501252 0.816667318016854 0.777562427875342 0.783289239426179 0.780784886000288 0.82597269571644 0.845904814556016 0.832447443729322 0.799853561597183 0.781955765073511 0.819245685423188 0.787789035234142 0.77394958127793 0.795006321669181 0.792895047785795 0.790503131351991 0.769748112508027 0.767383921794559 0.72998666071001 0.779796553909412 0.765657246079842 0.794129722655148 0.768499171546254 0.725166854546053 0.81798108451148 0.780083633346854 0.818351575007613 0.749819011535189 0.775703147566359 0.765143350481832 0.816825050053635 0.74870384085104 0.774794136902672 0.769383072681003 0.817487511794435 0.848500300810888 0.763031082675491 0.786004631582167 0.831768352137222 0.798287140841786 0.793975759217029 0.771073940596982 0.761057649653804 0.813659527540523 0.811319359680617 0.769811990473604 0.801894578215459 0.759262866869888 0.780647415616001 0.759554613970824 0.779259924911974 0.802622490852226 0.817647370029344 0.800494982357548 0.738827953543864 0.784065770998593 0.800848217996829 0.754061765808588 0.809033629613786 0.79352551583125 0.816853957624095 0.81128140001218 0.840513406620815 0.763651993504769 0.79527805083028 0.810386236856764 0.822978370108759 0.743572384588982 0.765466259056441 0.798777353179069 0.825742850050457 0.81340316680945 0.773191232015361 0.821470923888221 0.765548393427287 0.715838940679102 0.793741184062931 0.802309179054983 0.817188024047854 0.751624104110754 0.812174367614244 0.819546446701774 0.81272866683235 0.80402183176605 0.800817278551079 0.819375525639765 0.731117282003309 0.800101549214941 0.70840995772855 0.781603262726362 0.783047501201208 0.818737930737944 0.782964112234744 0.767097018803364
cg04540039 0.0421144204638402 0.0293192187613048 0.0414976718699374 0.00961229646163658 0.0281221879879095 0.0548902662396027 0.0267571725805428 0.0287674219282041 0.0341516811746805 0.0596845553815393 0.0528048294623446 0.0293541863639319 0.0134859884288156 0.0212450952617626 0.00123984190223858 0.0537860640152752 0.0313152068185257 0.0171005209151903 0.0244930279409931 0.0385147159216714 0.00194737248127228 0.0751388252980963 0.0168903878741559 0.0230913256675846 0.0278335322452206 0.0322495269020805 0.0265221111936556 0.0615948934828835 0.0175932531395759 0.0224615161437892 0.0205870722249104 0.0331209234553582 0.0883852959540994 0.00491446038370876 0.00897033868452727 0.0934045397750328 0.0646149470194691 0.0087608266072944 0.0650520694749657 0.00093064322164843 0.0420897469990973 0.0259810525950452 0.0535312392617281 0.078455871622429 0.0461483490692512 0.059442499669592 0.00780182356493062 0.0186150376062596 0.0448009973070151 0.0620968669724651 0.0262376205855416 0.0490496593504932 0.0343220691826827 0.06213873431166 0.0346389440973613 0.0303419810991874 0.0180673626006908 0.0254872806325812 0.0442236943246439 0.0169210992243321 0.0315453764416046 0.0232540468271289 0.0205117970711342 0.0355963896295939 0.0210394387427692 0.0266711835965246 0.008630341612651 0.0388890185831452 0.00623503086548632 0.0133280384122892 0.0256792089516628 0.0112223997466587 0.0298590878194119 0.0132705149454544 0.059021340039537 0.0441345410382239 0.0362222320253743 0.00187365121099977 0.0137254161209625 0.0118448452549941 0.0864586766658347 0.0209427462586469 0.0388884531060102 0.023683449318734 0.0473682650746631 0.0702346402035896 0.0403322524685419 0.0257515311280018 0.0486409207722475 0.0313720858874115 0.00464286541566592 0.037841948129001 0.024994717951385 0.00529145868280404 0.0515298065207716 0.045863333122599 0.0625418119549793 0.0885439385215416 0.0160582755874706 0.0157011669552133 0.015466837649324 0.0144194706780224 0.021277697694993 0.00894783007261638 0.0406136502071182 0.0195733775521248 0.0277881438204349 0.0334191125214051 0.0110967476930875 0.00376649160916174 0.0472772291877738 0.0295941091963533 0.0110012058070143 0.0199300333599079 0.0455217574448215 0.0196876574062077 0.0530456016194174 0.028533772298471 0.0275604634020207 0.00404492935202093 0.00971861953651048 0.034804906581603 0.0168113485826356 0.055042124190567 0.0465188454561831 0.0112024150356602 0.0271371801824918 0.0490038714144641 0.0847834816676615 0.0332199103277147 0.0324498977795905 0.0272045276265361 0.0835600055166018 0.0137955919036807 0.000270190012701302 0.00775482168011697 0.0382654614311004 0.0295087380411206 0.0333153566811591 0.0250202445078674 0.0134975751864642 0.015472979254491 0.121236055494182 0.0450739925828943 0.0490454752925615 0.0161079657082511 0.0114519304179294 0.0538800124721445 0.0221562215824761 0.00822238563593329 0.00562349054439209 0.0510665170637644 0.049965954964449
cg04632887 0.776354359736529 0.766711397009517 0.826797136183992 0.744198216255859 0.794652816756944 0.798447898719163 0.764629421123741 0.771694988687075 0.778446958122185 0.824768070012411 0.828410221053877 0.819007817587229 0.8386947124709 0.772845012994377 0.810495684617983 0.763983343186977 0.806121783267239 0.814592976853565 0.77619932480482 0.815593212456359 0.784295716298036 0.756122744603066 0.812988613527287 0.760047856768009 0.803586310376499 0.784887419744711 0.756335463590674 0.80052784419886 0.756781964980709 0.758929014724027 0.795135456290689 0.80016564091409 0.856760801885573 0.794908731379479 0.751506480994701 0.83551080598198 0.760646224015701 0.83465432145747 0.787800213839923 0.780851433202575 0.800832456990898 0.789782756144735 0.810989808944243 0.773759648576393 0.781158140794462 0.837375373328945 0.876315493730683 0.762579666940678 0.765223432146987 0.835046509343358 0.759844548516746 0.804412316492035 0.821640210626139 0.782003042048859 0.827593861687085 0.770802017622786 0.76212502448628 0.783692900935212 0.820237376696217 0.786891841829361 0.840454114904449 0.784646021277182 0.802475336948789 0.829155130188815 0.829444629308912 0.85123561804428 0.872149798186624 0.773548821175963 0.800978432021498 0.847509203361146 0.761471415906333 0.832807223349482 0.792338520999667 0.775864332919848 0.813626970721108 0.856862891484197 0.765128400426515 0.780917549120721 0.758852840878988 0.762833328479903 0.805560126371298 0.784793105545504 0.758979090619433 0.784894835605512 0.76869385393065 0.808328196424457 0.775192009459434 0.832829055479104 0.766628539511321 0.786178881773311 0.765336556335626 0.878073529773868 0.776666932748655 0.827678204937509 0.808875267203067 0.857809820685194 0.833158308553289 0.799950639022637 0.809089601505109 0.780881616020057 0.856114841951696 0.833980736784401 0.778992938685433 0.792483806167924 0.79063104413095 0.779910838980909 0.74291680223316 0.766973881502032 0.797301498169267 0.793433519863445 0.80807634709709 0.812429272996775 0.806210452704538 0.79826947110017 0.78462731593104 0.830299195026761 0.801366320304501 0.778214987386259 0.827955771704768 0.80606797996797 0.874825837679992 0.880671899284918 0.814191965263183 0.786888593464193 0.780590495510544 0.767961728188452 0.786597700587514 0.809185210315246 0.806938635635892 0.83034749437946 0.830428093982714 0.80042307518821 0.861796645119954 0.853002614461191 0.716319439504062 0.82435966951698 0.793402015709224 0.797442595788027 0.749501556771595 0.829030096101777 0.783508531893581 0.788622598884825 0.813702959781636 0.780664330449146 0.867614461485679 0.841231959046599 0.823069682039014 0.778251455975969 0.793208317458695 0.853161779492217 0.825446059486652 0.811742639992785 0.788651694294386
cg05779523 0.815384315386093 0.801826385205875 0.816946809124301 0.797711127720317 0.817631085106546 0.815421441226424 0.825716998428043 0.857142853939907 0.757296420601216 0.82364479610286 0.832560506064036 0.80005878065738 0.841310352001547 0.81003201566314 0.826690728179884 0.796595577638791 0.762613698793149 0.837379117707389 0.817560023180422 0.794989500442603 0.844734553837142 0.822958455278191 0.794980345216741 0.825077204616637 0.781170384571233 0.80677322201866 0.776486830710454 0.796835881221398 0.820843279215669 0.797566066861838 0.802546866611457 0.777126754925595 0.827936285667239 0.811632050943411 0.795433847568144 0.804065239246405 0.815742931881306 0.80779098038888 0.836676944364037 0.849474263342276 0.798543811325238 0.808164428691964 0.784657928173049 0.803994167168637 0.792391776275525 0.829001039352602 0.815414370579145 0.818059443895381 0.796600577659191 0.830156238830735 0.803389837210752 0.815138168438711 0.810026238716503 0.803547009288159 0.78235552278051 0.795362312647502 0.805254204166176 0.774954140736722 0.797597275637312 0.844494766996283 0.770745966882413 0.782783048111723 0.826635845502035 0.826657548955992 0.774745017099562 0.816476106416241 0.829763233818399 0.780262014003464 0.797027414416383 0.800904498663417 0.797244595686168 0.774066944164737 0.800753881489224 0.818523991447703 0.816686735243165 0.735020576614631 0.757315032106003 0.795377271452586 0.805322366141384 0.782991185742928 0.815472621147376 0.813735271577118 0.808875291385786 0.864847791682204 0.804652590732812 0.798246892286005 0.748489464010047 0.810550287366567 0.807740637699564 0.827043693166021 0.766903533503341 0.795410667416858 0.819077463210098 0.81000836160537 0.797518189610543 0.818276927235998 0.818354216201044 0.801596151276486 0.768655431380157 0.807397087542696 0.821998803498507 0.794008721733471 0.821061659948761 0.767100926484112 0.825091780473225 0.780191744405411 0.775049426407531 0.802670924604503 0.819889436886252 0.759677351532923 0.744339902489374 0.847949830104706 0.825535793417387 0.787978711647373 0.823867655213001 0.612045481324825 0.806393277104145 0.80197928387831 0.770099776974765 0.836878641600404 0.834600615079788 0.76732613979388 0.811401222032795 0.803499839133885 0.783301715833236 0.782476722234367 0.820019987207805 0.779292718019046 0.801912487659141 0.838141531117823 0.606005819248189 0.759526611507837 0.764134325799869 0.782113836331463 0.775652149638586 0.781969689442611 0.757508931009865 0.801858372735797 0.778384510304455 0.795839600994505 0.758386365556024 0.789272207033096 0.795039250878187 0.784335991273893 0.834138581146 0.784717587025889 0.830728415436048 0.737898335510903 0.820485232819305 0.786270479000315 0.799515071659229 0.833410050791747 0.759752221054286
